,year,number,text,is_short_answer,figure_paths
150,1395,17,"A right prism with a regular hexagonal base of side length 1
is cut by a plane. If the distances from the vertices of this
cross-section to the bottom base are $2, 3, x, y, 11$, and $z$ 
respectively, what is the value of $x + y + z$?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1395/17.png}
    \caption{Caption}
    \label{fig:1395:17}
\end{figure}\\
1) 16
2) 18 
3) 20 
4) 24 
5) 26",True,['figures/1395/17.png']
151,1395,18,"In the city of Simpletons, rumors spread quickly. If 
Mr. Empty-Talker wants to spread a rumor, he first tells it 
to one other person. Each day, Mr. Empty-Talker and everyone 
who has heard the rumor in the previous days each tell it to 
a new person. After the number of people who have heard the 
rumor exceeds one million, how many people have heard the 
rumor directly or indirectly from Mr. Empty-Talker?
\begin{enumerate}
    \item 20    
    \item 210
    \item 1024
    \item 500000 
    \item 524288
\end{enumerate}",False,[]
152,1395,19,"How many ordered pairs of real numbers $(x, y)$ 
satisfy the following system of equations?
\[ 
\begin{cases}
    x^2 - 3xy + 2y^2 + x - y = 0\\
    2x^2 - 2xy - 3y^2 - 2x + 5y = 0
\end{cases}
\]
\begin{enumerate}
    \item 2    
    \item 3
    \item 4
    \item 5 
    \item 6
\end{enumerate}",False,[]
153,1395,20,"A neighborhood street is in the shape of a grid: three 
horizontal streets and ten vertical streets. A police officer 
wants to patrol all the intersections in such a way that he 
starts from the top-right intersection, crosses each 
intersection exactly once, and returns to the top-right 
intersection at the end. In how many different ways is this 
possible?
\begin{enumerate} 
    \item $2^5$
    \item $3^5$
    \item $2 \times 3^4$
    \item $2^4$
    \item $3^6 - 3^5$
\end{enumerate}",False,[]
154,1395,21,"The streets of a neighborhood named Pehran, as shown in 
the figure, include 9 intersections and 12 streets. 
(The path between any two intersections is a street.) 
Every night, 90 cars are parked, all of which are located on 
the streets and not at the intersections. At each 
intersection, the average number of cars present on the 
streets connected to that intersection is called the parking 
capacity of that intersection. We know that the total parking 
capacity of the 9 intersections is 66. Which one of the 
following statements is necessarily true?
\\
1) The parking capacity of the central intersection of the 
neighborhood is greater than that of the other intersections. 
\\ 
2) In each of the streets located on the edge of the 
neighborhood, at least 6 cars are parked. 
\\
3) In one of the streets located on the edge of the 
neighborhood, at least 8 cars are parked. 
\\
4) In one of the streets connected to the center of the 
neighborhood, at least 9 cars are parked. 
\\
5) Options 1 and 4.",True,[]
155,1395,22,"In the competition of the strongest men in Iran, 10 houses are arranged around a circle, and in each house, there are 200 weights from all the weights of 1, 2, ..., 200 kilograms. Initially, a man is placed in a house, and with the start of the competition, he picks up the 1-kilogram weight from that house and moves 1 house forward in the clockwise direction, places the weight there, and picks up the 2-kilogram weight from that house and moves 2 houses backward (counterclockwise) and places the weight there. Then, from there, he picks up the 3-kilogram weight and moves 3 houses in the clockwise direction, and this process continues. After he has moved the 200-kilogram weight, how many kilograms of weight are there in the house where he started his work?  
\\ 1) 20280 2) 202003 3) 201804 4) 201005 5) 20080",True,[]
156,1395,23,"Consider triangle $ABC$. Assume $\omega_b , \omega_c$ are two circles passing through $A$ such that they are tangent to $BC$ at $B$ and $C$, respectively. Let $N$ and $A$ be the intersection points of the mentioned circles. From each of the points $B$ and $C$, draw a line parallel to the opposite side, and name the intersection of these two lines $T$. Let the lines $TC$ and $TB$ intersect the circumcircles of triangles $ANC$ and $ANB$ for the second time at $E$ and $F$, respectively. If $BC = 8$ and $AN = 6$, what is the product $NF \times NE$? \\ 1) 64 2) 81 3) 100 4) 150 5) 200",True,[]
157,1395,24,"In the parallelogram $ABCD$, $\angle ABC = 60^\circ$. Choose a point $E$ on $AB$ such that $BE = 2 \times AE$. Also, let $F$ be the reflection of $E$ with respect to the center of the parallelogram. If $BF$ and $CE$ are perpendicular, which option is closer to the ratio of the smaller side to the larger side of the parallelogram?\\
1) $\frac{2}{10}$ \quad 2) $\frac{3}{10}$ \quad 3) $\frac{4}{10}$ \quad 4) $\frac{5}{10}$ \quad 5) $\frac{6}{10}$",True,[]
158,1395,25,"Find the largest real number $k$ such that for all real numbers $a, b, c, d, e$:
$$(a-b)^2 + (b-c)^2 + (c-d)^2 + (d-e)^2 + (e-a)^2 \geq k(b-d)^2$$",True,[]
159,1395,26,"For a finite subset $A$ of points in the plane and a real number $r > 0$, the set of points that are at a distance less than or equal to $r$ from at least one point of $A$ is denoted by $A_r$. How many of the following statements are true? (In all cases, $r$ and $s$ are positive real numbers and $A$ and $B$ are subsets of the plane.) 
\begin{itemize}
\item $(A_r)_s = A_{s+r}$.
\item $A_r \subseteq B$ if and only if $A \subseteq B_r$.
\item If for every $t > 0$, $A_t \subseteq B_t$, then $A \subseteq B$.
\item $(A \cup B)_r = A_r \cup B_r$.
\item If $A \cap B$ is finite, then $(A \cap B)_r = A_r \cap B_r$. 
\end{itemize}
\begin{enumerate}
\item One
\item Two
\item Three
\item Four
\item Five
\end{enumerate}",False,[]
160,1395,27,"In triangle $ABC$, we have $\angle B = 2\times\angle C$. The perpendicular bisector of side $BC$ intersects side $AC$ at point $D$, and the perpendicular bisector of $BD$ intersects side $AB$ at point $F$. Consider a circle whose center lies on line $FD$ and is tangent to side $AC$ and the extension of side $BC$ outside the triangle. If the area of triangle $ABC$ is nine times the area of triangle $AFD$ and $FO = 4$, what is the radius of the circle?

1) $3 - \sqrt{3}$ 
2) $3\sqrt{3}$ 
3) $3 - \sqrt{2}$ 
4) $3\sqrt{2}$
5) $2\sqrt{6}$'",True,[]
161,1395,28,"Suppose $x, y, z$ are positive real numbers such that $x + y + z = 222$ and $xy + yz + zx = 12321$. If 
$A = \min\{xy, yz, zx\}$, what is the maximum possible value of A?

(1) 5476 \quad (2) 4107 \quad (3) 2412 (4) 1602 \quad (5) 1369",True,[]
162,1395,29,"We call a subset $A$ of $\{0, 1, 2, \ldots, 99\}$ ""almost additive"" if it has more than one element and, in addition, for any two distinct elements $a$ and $b$ from $A$, the remainder of the division of $a + b + 1$ by $100$ is also an element of $A$. How many almost additive subsets exist? 

(1) 49 \quad (2) 99 \quad (3) 148 \quad (4) 155 \quad (5) 200",True,[]
163,1395,30,"The lines $AB$ and $CD$ intersect at point $P$ outside the circle $W$, such that $A$ is between $B$ and $P$ and $C$ is between $D$ and $P$. We know that $AB = 3 \times AP$. The perpendiculars from $C$ and $D$ to $AB$ are $H$ and $H'$ respectively, and the midpoint of segment $PB$ is $M$. If $\frac{CM}{CH} = 3$, what is the value of $\frac{DM}{DH'}$? 

(1) $2 \sqrt{3}$ \quad (2) $3 \sqrt{3}$ \quad (3) $\sqrt{3}$ \quad (4) $\sqrt{6}$ \quad (5) $\frac{\sqrt{3}}{2}$
\\",True,[]
164,1396,1,"In a village with a population of 1000 people, 200 people have contracted a certain disease. A test can diagnose the disease, but it has an error rate, meaning it incorrectly identifies a sick person as healthy with a probability of 5\% and a healthy person as sick with a probability of 5\%. A person is randomly selected from the people of this village and tested. What is the probability that the person is declared sick?",False,[]
165,1396,2,"A factory packages its products in cubic boxes and in the warehouse, every 512 boxes are connected together in the shape of a cube $8 \times 8 \times 8$. When the air temperature exceeds a certain limit, it is necessary to separate this set of 212 boxes with horizontal and vertical planes so that each box has at least one face that is not in contact with the faces of other boxes. What is the minimum number of planes required to achieve such a situation?",False,[]
166,1396,3,"How many eight-digit numbers in base four, using the digits 1, 2, and 3, are divisible by 3?",False,[]
167,1396,4,"We have five points in the plane, no three of which are collinear. We have drawn all the line segments whose endpoints are these points. What is the minimum number of new points created at the intersections of these line segments?\\
1) 0 \quad 2) 1 \quad 3) 2 \quad 4) 1 \quad 5) 5",True,[]
168,1396,5,"There are 128 chairs arranged in a circle around a traditional gym. The first spectator who enters the gym sits on chair number 1. Since a cold is spreading in the city, each person who enters sits on a chair that is as far away as possible from the nearest occupied chair. If there are multiple chairs with this property, they choose the one with the smallest number. On which chair does the 39-th person sit?",False,[]
169,1396,6,"A natural number $n$, is the smallest number such that the remainder of $3n + 45$ divided by $1060$ is $16$. What is the remainder of $17 + 18n$ divided by $1920$?",False,[]
170,1396,7,"What is the area enclosed between the graph of the function 
$y = \lfloor 10x \rfloor + \sqrt{1-x^2}$ in the interval $[0, 1]$ and the x-axis? (By $\lfloor t \rfloor$, we mean the greatest integer less than or equal to $t$.)",False,[]
171,1396,8,"The main number of a car license plate consists of a two-digit number on the left, one of the alphabet letters in the middle, and a three-digit number on the right. The digit zero is not used in these two numbers. To each plate, we assign the product of the two numbers mentioned. For example, to the plate $12b365$, we assign the number $12 \times 365 = 4380$. What is the average of the numbers assigned to all possible plates?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1396/8.png}
    \caption{Caption}
    \label{fig:1396:8}
\end{figure}",False,['figures/1396/8.png']
172,1396,9,"A section of the Litian forest park, located between two roads, has caught fire. The fire spreads at a speed of 10 kilometers per hour. If the distance from the starting point of the fire to each of the two roads is 10 kilometers, what is the area of the burned region in square kilometers after 2 hours? (Consider the roads as long, straight, and parallel lines, and assume the fire does not cross the roads).\\
1) \(200 \sqrt{3}\) 
2) \(100 \sqrt{3}\) 
3) \(400 \sqrt{3} + 400 \frac{\pi}{3}\) 
4) \(200 \sqrt{3} + 400 \frac{\pi}{3}\) 
5) \(400 \sqrt{3}\)",True,[]
173,1396,10,Consider triangle $ABC$  where  $AB = AC = 15$  and  $BC = 18$.  Choose points  $D$  and  $E$  on  $CA$  and  $CB$  respectively such that  $CD = 5$  and  $CE = 3$.  Consider point  $F$  on the ray  $DE$  such that  $EF = 8$.  Let  $M$  be the midpoint of  $AB$  and  $N$  be the intersection of  $FM$  with  $BC$.  What is the length of  $CN$?,False,[]
174,1396,11,"According to the regulations, buildings on one side of a street should not have more than 9 floors. Additionally, if the number of floors of two buildings, regardless of the distance between them, is the same, there must be a building with more floors than those two between them. What is the maximum number of buildings that can be constructed on one side of the street?",False,[]
175,1396,12,"How many triples $(a, b, c)$ of natural numbers strictly less than 51 do we have such that $a+b+c$ is divisible by $a$, $b$, and $c$?",False,[]
176,1396,13,"A person wants to build an area next to the garden wall to keep his chickens and roosters. He has three fences, each 10 meters long. Using the garden wall, which is straight and long, and these three fences, what is the maximum area he can enclose in square meters?\\
1) $100$ \quad 
2) $50+25\sqrt{3}$ \quad 
3) $50+50\sqrt{2}$ \quad 
4) $75\sqrt{3}$ \quad 
5) $300$",True,[]
177,1396,14,"For how many integer values of  k  does the following system of equations have a non-zero solution  $(a, b, c)$  in real numbers?
\[
\begin{cases}
    b^2 + kc = a^2 + b\\
    b^2 + c = ka^2 + b + c\\
    c^2 + a = kb^2 + c\\
\end{cases}
\]
1) $0$ \quad 2) $1$ \quad 3) $2$ \quad 4) $3$ \quad 5) infinity.",True,[]
178,1396,15,"Suppose $a_1, a_2, \ldots, a_{20}$ are the numbers from 1 to 20 written in an arbitrary order. How many different values can the expression $a_1 - a_2 + a_3 - \cdots + a_{20}$ take?",False,[]
179,1396,16,"A subset of real numbers has the property that for any two distinct members of it, such as $x$ and $y$, we have 
$(x+y-1)^2 = xy + 1$.
What is the maximum number of members this set can have?\\
1) 1 2) 2 3) 3 4) 4 5) Infinity.",True,[]
180,1396,17,"Two natural numbers $m$ and $n$ are less than 500, and 
$[m, n] = (m - n)^2$. What is the maximum value of $m + n$? ($[m, n]$ is the least common multiple of $m$ and $n$)",False,[]
181,1396,18,"Three rods with lengths 1396, 1439, and 2018 millimeters are placed on the ground joined at one end. What is the minimum possible radius of a circle that passes through the other three ends of the rods, in millimeters?",False,[]
182,1396,19,"Suppose $x\ge y \ge z$ are positive real numbers such that 
$$x^2 + y^2 + z^2 \ge 2xy + 2yz + 2zx$$
What is the minimum value of $\frac{x}{z}$?\\
1) $\sqrt{1}$ 2) $\sqrt{2}$ 3) $\sqrt{3}$ 4) $\sqrt{2}$ 5) $\sqrt{4}$",True,[]
183,1396,20,"In the cyclic quadrilateral $ABCD$, we have $\angle B = 110^\circ$. Let $E$ be the intersection of $AD$ and $BC$, and $F$ be the intersection of $AB$ and $CD$. If the perpendiculars from $E$ to $AB$ and from $F$ to $BC$ intersect each other on the circumcircle of the quadrilateral at point $P$, what is the measure of angle $\angle PDF$ in degrees?",False,[]
184,1396,21,"Point $P$ is an interior point of an equilateral triangle $ABC$ and is located on side $AB$. We denote the reflection of $P$ with respect to $AB$ as $K$, the reflection of $K$ with respect to $BC$ as $M$, and the reflection of $M$ with respect to $AC$ as $N$. What is the maximum length of $NP$?\\
1) $2\sqrt{3}$ \quad 
2) $\sqrt{3}$ \quad 
3) $\frac{\sqrt{3}}{2}$ \quad 
4) $3$ \quad 
5) $1$",True,[]
185,1396,22,"We have eight identical tiles, each consisting of one red square and one blue square. In how many ways can a $4 \times 4$ area be covered with these tiles such that each row and each column contains two red squares and two blue squares?",False,[]
186,1396,23,"Parvaneh bought a compass and after opening its package, she noticed that the length of the needle rod is 10 centimeters and the length of the pencil rod is 10 centimeters! Assume that in order to draw a circle with this compass, the angle of the pencil with the paper must be at least 30 degrees, but the needle can have any angle with the paper surface. The difference between the radius of the largest circle and the radius of the smallest circle that can be drawn with this compass, in centimeters, is closest to which option?\\
1) 6 \quad 2) 7 \quad 3) 10 \quad 4) 12 \quad 5) 20",True,[]
187,1396,24,"The sequence $\{a_n\}$ is defined by the following formula: 
$$a_n = \sqrt{1+(1+\frac{1}{n})^2} + \sqrt{1+(1-\frac{1}{n})^2}$$
What is the value of the following expression? 
$$\frac{4}{a_1} + \frac{4}{a_2} + \cdots + \frac{4}{a_{96}}$$
1) $\sqrt{18241}$ \quad 
2) $\sqrt{18625} - 1$ \quad 
3) $\sqrt{18625}$ \quad 
4) $\sqrt{19013} - 1$ \quad 
5) $\sqrt{19013}$",True,[]
188,1396,25,"Scientists have discovered a small planet with a radius of 30 kilometers, entirely covered with water. A spherical meteorite collides with this planet and completely sinks into the water, causing the water level on the planet's surface to increase by one centimeter. What is the radius of the meteorite in meters?
\\",False,[]
189,1397,1,"How many integers are included in the domain of the following function?  
\[ f(x) = \sqrt[4]{-1 + \sqrt[3]{-1 + \sqrt{\frac{12}{x^2 - 2x}}}} \]",False,[]
190,1397,2,"We have 1397 real numbers that form an arithmetic progression. If we denote the number of rational numbers among these 1397 numbers by $n$, how many different possible values can $n$ take?",False,[]
191,1397,3,"What is the sum of the digits of the number 
$99\ldots9_{\text{(97 times)}} \times 66\ldots6_{\text{(97 times)}}$?",False,[]
192,1397,4,"We want to tile a $3 \times 3$ grid using the two types of tiles below, such that a black path does not form from one side of the grid to the opposite side. How many desirable tiling configurations are there?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1397/4.png}
    \caption{Caption}
    \label{fig:1397:4}
\end{figure}\\
1) 338 \quad 2) 174 \quad 3) 169 \quad 4) 343 \quad 5) 512",True,['figures/1397/4.png']
193,1397,5,How many two-digit natural numbers do we have that do not contain the digit zero and are divisible by both of their digits?,False,[]
194,1397,6,"In the figure below, the intersection of $EB$ with $AC$ is called $G$. The angle between the extensions of line segments $AE$ and $BD$ is $70$ degrees, and the angle between the extensions of line segments $DA$ and $CB$ is $10$ degrees. If the angles $\angle AGB$ and $\angle BKE$ are $95$ and $70$ degrees respectively, find the value of $x$.
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1397/6.png}
    \caption{Caption}
    \label{fig:1397:6}
\end{figure}",False,['figures/1397/6.png']
195,1397,7,"In how many permutations $a_1, a_2, \ldots, a_{13}$ of the numbers 1 to 13 do the following conditions hold?
\[ a_1, a_2 < a_3 \]
\[ a_4, a_5 < a_6 \]
\[ a_3, a_6 < a_7 \]
\[ a_7 < a_8, a_9 \]
\[ a_8 < a_{10}, a_{11} \]
\[ a_9 < a_{12}, a_{13} \]",False,[]
196,1397,8,"In triangle $ABC$, consider point $M$ on side $AC$ such that $CM = 2AM$. The internal angle bisector of $\angle A$ intersects line segment $BC$ at point $D$. Assume that $AD$ is perpendicular to line $BM$. How many times is the area of triangle $ABC$ compared to the area of triangle $BMD$?",False,[]
197,1397,9,"How many solutions does the following equation have in the set of real numbers? (The integer part of the number $x$ is denoted by $[x]$.)  
$$[x](x-1)=2|x|$$  
1) 2 \quad 2) 3 \quad 3) 4 \quad 4) 5 \quad 5) Infinite",True,[]
198,1397,10,We have $n$ natural numbers such that the difference between any two of them is a prime number. What is the maximum value of $n$?,False,[]
199,1397,11,"The vertices of a pentagon (convex or concave) with an area of 7 are located on points with integer coordinates in the coordinate plane. What is the maximum number of points with integer coordinates that can be inside this polygon? (Points on the boundary are not considered interior points.)\\
1) 6 \quad 2) 2 \quad 3) 3 \quad 4) 4 \quad 5) 5",True,[]
200,1397,12,"From the set $\{1, 2, \ldots, 765\}$, what is the maximum number of elements that can be selected such that none of them are perfect squares and the sum of no two of them equals 765?",False,[]
201,1397,13,"For how many values of $a$ from the set $\left\{-\frac{5}{5}, -\frac{4}{5}, \ldots, \frac{4}{5}, \frac{5}{5}\right\}$ is the function $f(x) = ax - \lfloor x \rfloor$ one-to-one?",False,[]
202,1397,14,"If $S(n)$ is the sum of the digits of the number $n$, and $P(n)$ is the product of the digits of $n$, how many different natural numbers $n$ can be found such that: 
\[ S(n) + P(n) = n \]",False,[]
203,1397,15,"In the rectangle shown, \( M \) is the midpoint of side \( AD \). Consider a circle inside the rectangle such that it is tangent to the line segments \( BC \), \( DC \), and \( MB \). Let the point of tangency with the line segment \( MB \) be called \( P \). If \( MP = AD \), what is the ratio of the length to the width of the rectangle?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1397/15.png}
    \caption{Caption}
    \label{fig:1397:15}
\end{figure}\\
1) \(\frac{5}{4}\) \quad 2) 2 \quad 3) \(\frac{3}{2}\) \quad 4) \(\frac{5}{2}\) \quad 5) 3",True,['figures/1397/15.png']
204,1397,16,"In a security operation, 5 people have been arrested. Some of them are guilty and some are innocent. We know that guilty individuals always lie and innocent individuals always tell the truth. If these 5 people have said the following statements, how many guilty individuals are there exactly?
\begin{itemize}
    \item First person: At least two of us are innocent.
    \item Second person: At least two of us are guilty.
    \item Third person: Everyone is innocent.
    \item Fourth person: Exactly one of us is guilty.
    \item Fifth person: Exactly one of us is innocent.
\end{itemize}
1) 1 \quad 2) 2 \quad 3) 3 \quad 4) 4 \quad 5) 5",True,[]
205,1397,17,"The figure shown is part of the graph of which of the following options?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1397/17.png}
    \caption{Caption}
    \label{fig:1397:17}
\end{figure}\\
1) $x^x$ \quad 
2) $(\cos(x))^x$ \quad 
3) $(\sin(x))^x$ \quad 
4) $(\sin(x))^{\sin x}$ \quad 
5) $x^{\sin(x)}$",True,['figures/1397/17.png']
206,1397,18,"In the right triangle $ABC$, angle $B$ is a right angle, and points $M$ and $N$ are chosen on segments $AC$ and $AB$, respectively, such that $MN$ is perpendicular to $AC$. The intersection of the extension of $MN$ with the extension of side $BC$ is called $P$. It is known that $PN$ is equal to $MN$. Suppose $O$ is the midpoint of side $AC$. If the lengths of $MN$ and $ON$ are 20 and 21 centimeters, respectively, find the length of the hypotenuse of the right triangle $ABC$.",False,[]
207,1397,19,"How many sequences of natural numbers, such as $(a_n)_{n \in \mathbb{N}}$, exist that have both of the following properties?
\begin{itemize}
    \item $a_{n+1} = \frac{a_{n}^2}{a_{n-1}} \quad (n \geq 2)$
    \item $a_3 = 54000$
\end{itemize}",False,[]
208,1397,20,"In the combinatorics class, Ava wrote all the non-empty subsets of the set $\{1, 2, \ldots, 1397\}$. She then replaces each subset with the average of its elements. What is the average of the numbers written on the board?",False,[]
209,1397,21,"How many ordered pairs of real numbers $(a, b)$ exist such that: 
\[
\begin{cases} 
(a+b)^3 = 2(a-b) \\
3(a-b)^2 = 4ab 
\end{cases}
\]

1) 0 \quad 2) 1 \quad 3) 2 \quad 4) 3 \quad 5) Infinite",True,[]
210,1397,22,"Inside the isosceles triangle $ABC$ ($AB = AC$), point $P$ is given. The feet of the perpendiculars from $P$ to the sides $AB$, $AC$, and $BC$ are denoted by $X$, $Y$, and $Z$, respectively. We know that the measures of angles $\angle BAC$ and $\angle XZY$ are $40^\circ$ and $70^\circ$, respectively. If $PX = 2PY = 4$, what is the length of $PZ$?\\
1) \(\sqrt{3}\) \quad 
2) \(\sqrt{2}\) \quad 
3) 2 \quad 
4) \(\sqrt{6}\) \quad 
5) \(2\sqrt{2}\)",True,[]
211,1397,23,"The Faculty of Mathematical Sciences at Shekarestan University has a number of professors who are numbered 1, 2, 3, and so on, in alphabetical order. The dean of the faculty has asked the professors to create a code for themselves consisting of the first four numbers. Professor number $n$ should consider the numbers $n+1$, $n+2$, $n+3$, and $n+4$, and then replace each of these four numbers with one of its prime factors at will. For example, if a professor's number is 53, they should consider the numbers 54, 55, 56, and 57, and they can choose this code: 3, 5, 7, and 3 (they have other choices as well). We know that no matter how the professors choose their codes, no two professors will have the same code. What is the maximum number of professors this faculty can have?",False,[]
212,1397,24,"For real numbers \( a \) and \( b \), we know \( a \in [0,3] \) and \( b \in [1,2] \). We denote the minimum and maximum values of the expression \( a^2 - ab + b^2 \) as \( m \) and \( M \), respectively. What is the integer part of \( [4(M-m)] \)?",False,[]
213,1397,25,"How many increasing functions $f: \{1,2,3,4,5,6\} \to \{1,2,3,4,5,6\}$ do we have, such that for each $1 \leq i \leq 6$ we have $$|f(i) - i| \leq 1$$
1) 144 \quad 2) 164 \quad 3) 89 \quad 4) 324 \quad 5) 128
\\",True,[]
214,1398,1,"How many natural numbers with a maximum of six digits exist using the digits 0 and 1 that are divisible by 11?\\
1) 8  2) 9  3) 10  4) 18  5) 19",True,[]
215,1398,2,"Find the number of correct solutions to the following equation:  
$ (x^2 + 5x + 5)^{(x^2 -10x + 21)} = 1 $",False,[]
216,1398,3,"$ABCD$ is a square with side length $\sqrt{2}$. Circle $t$ has a radius of $2$ and its center (point $O$) is on line $CD$ with $D$ between $C$ and $O$. Circle $k$ passes through vertex $A$ and its center is on the extension of line segment $CA$ from $A$. It is tangent to circle $t$ at point $P$, such that points $P$, $A$, and $B$ are on the same side of line $CD$. What is the radius of circle $k$?

1) $1$ \quad 
2) $\sqrt{2}-1$ \quad 
3) $\sqrt{2}$ \quad 
4) $\frac{\sqrt{2}-1}{2}$ \quad 
5) $1- \frac{\sqrt{2}}{2}$",True,[]
217,1398,4,"A school in Shekrestan has 12 students. Some of these students have formed a number of clubs together. We know that one person can be a member of more than one club. Some of the clubs have 3 members, and the rest have 4 members. We know that any two students are members of exactly one of these clubs together. If the number of clubs in this school is 13, how many of these clubs have 3 members?\\
1) 1  2) 2  3) 3  4) 4  5) 5",True,[]
218,1398,5,"We call a natural number $a$ ""interesting"" if there exist natural numbers $x$ and $y$ (not necessarily distinct) such that $a = x^2y^3$. How many interesting divisors does $9!$ have?",False,[]
219,1398,6,"For the function $f: \mathbb{R} \to \mathbb{R}$, we know that the graph of $f(\sin(x))$ is as follows.\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1398/6-0.png}
    \caption{Caption}
    \label{fig:1398:6-0}
\end{figure}\\
Which of the following options can be a part of the graph of the function $f(x)$?\\
1)
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.2\linewidth]{figures/1398/6-1.png}
    \caption{Caption}
    \label{fig:1398:6-1}
\end{figure}\\
2)
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.2\linewidth]{figures/1398/6-2.png}
    \caption{Caption}
    \label{fig:1398:6-2}
\end{figure}\\
3)
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.2\linewidth]{figures/1398/6-3.png}
    \caption{Caption}
    \label{fig:1398:6-3}
\end{figure}\\
4)
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.2\linewidth]{figures/1398/6-4.png}
    \caption{Caption}
    \label{fig:1398:6-4}
\end{figure}\\
5)
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.2\linewidth]{figures/1398/6-5.png}
    \caption{Caption}
    \label{fig:1398:6-5}
\end{figure}",True,"['figures/1398/6-0.png', 'figures/1398/6-1.png', 'figures/1398/6-2.png', 'figures/1398/6-3.png', 'figures/1398/6-4.png', 'figures/1398/6-5.png']"
220,1398,7,"In the parallelogram  $ABCD$,  the angle  $\angle BAD$  is acute. The bisector of the angle  $\angle BAD$  intersects the line segment  $DC$  at  $E$.  If  $ABED$  is a cyclic quadrilateral and its circumcircle is tangent to the side  $BC$,  what is the measure of the angle  $\angle AED$  in degrees?",False,[]
221,1398,8,"Ali writes the numbers from 1 to 1398 in any order he wishes in a row. In each step, he erases two consecutive numbers and writes their difference between them. It is known that after 1397 steps, only one number remains on the board. What is the maximum value this number can be?",False,[]
222,1398,9,"We call a three-digit natural number ""ordered"" if, firstly, it is composed of three distinct non-zero digits, and secondly, considering any two consecutive digits, the right digit is divisible by the left digit. For example, the number 126 is an ordered number. How many three-digit ordered numbers exist?",False,[]
223,1398,10,"The king of the city of Falak al-Aflak wishes to reward the inventor of the chess game as he desires. The inventor asks the king to place \(i \times j\) silver coins on each black square located in the \(i\)-th row and \(j\)-th column, and at the end, the sum of the coins will be his reward. Given that the chessboard is \(8 \times 8\) and the square located in the 1st row and 1st column is black, how many silver coins will the chess inventor receive as a reward?",False,[]
224,1398,11,"Point $G$ is the centroid of triangle $ABC$ (the intersection of the medians of the triangle). We draw a line from $G$ parallel to $AB$ to intersect side $BC$ at $K$. Point $M$ is the midpoint of side $AB$, and the intersection of lines $AK$ and $CM$ is called $F$. If the area of triangle $KFM$ is equal to $3$ square centimeters, what is the area of triangle $ABC$ in square centimeters?",False,[]
225,1398,12,"The city of Mosallas is composed of several one-way streets as shown in the figure. The direction of each of the streets in this city is specified according to the direction shown in the figure. To travel each of these streets, one liter of gasoline is needed. Sepehr wants to drive his personal car, which has 9 liters of gasoline, through the streets of this city starting from A. In how many ways can he do this? (He may pass through the same city or street more than once during the journey.)\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1398/12.png}
    \caption{Caption}
    \label{fig:1398:12}
\end{figure}",False,['figures/1398/12.png']
226,1398,13,"Find the number of ordered triples $(x, y, z)$ of integers such that $0 \leq x \leq y \leq z \leq 1000$ and there exists a natural number $n$ such that $$(x+1)(y+1)(z+1)(x+y+z+2) = 2^n$$
1) 8 2) 9 3) 10 4) 11 5) 12",True,[]
227,1398,14,"What is the coefficient of $x^{60}$ in the following polynomial?  
$$(x-1)(x^2-1)(x^3-1)\cdots(x^{15}-1)$$",False,[]
228,1398,15,"An ant's nest is located in the middle of one of the edges of a unit cube. A piece of bread is placed in the middle of each of the other edges of the cube (except the location of the nest). If the ant wants to collect all the bread by moving on the lateral surface of the cube and finally return to its nest, what is the length of the shortest path it takes to complete this process?

1) $2 + 5\sqrt{2}$ \quad 
2) $6\sqrt{2}$ \quad 
3) $12\sqrt{2}$ \quad 
4) $1 + 4\sqrt{2}$ \quad 
5) 12",True,[]
229,1398,16,"We have 12 lamps and 12 switches numbered from 1 to 12. By pressing switch number $k$, all lamps with numbers less than or equal to $k$ change their state. Initially, all lamps are off. In how many ways can a subset of 7 switches be chosen such that exactly 7 lamps are turned on?",False,[]
230,1398,17,"Find the number of four-member subsets of the set of real numbers such that, no matter how they are partitioned into two two-member groups, the product of the members of one group is equal to the sum of the members of the other group.\\
1) 0 \quad 2) 1 \quad 3) 2 \quad 4) 42 \quad 5) Infinite",True,[]
